Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 ',Grade
73.0,59.0,52.0,55.0,77.0,88.0,91.0,73.0,78.0,84.0,82.0,62.0,65.0,68.0,67.0,92.0,94.0,90.0,70.0,86.0,92.0,
69.0,64.0,93.0,69.0,50.0,64.0,91.0,90.0,72.0,50.0,59.0,76.0,88.0,81.0,88.0,82.0,84.0,76.0,91.0,81.0,76.0,
52.0,82.0,86.0,73.0,84.0,84.0,91.0,89.0,95.0,84.0,52.0,79.0,67.0,62.0,78.0,81.0,95.0,79.0,69.0,71.0,76.0,
85.0,80.0,95.0,78.0,79.2,61.7,78.6,33.3,89.1,89.5,63.6,85.0,100.0,61.9,78.0,100.0,89.9,89.9,98.6,92.2,93.4,
65.0,70.0,75.0,100.0,90.3,81.4,100.0,91.3,90.8,90.1,100.0,82.7,78.0,87.3,93.1,88.3,61.7,33.3,85.0,77.7,91.3,
97.5,95.0,75.0,82.6,95.3,85.6,73.3,85.0,100.0,92.4,83.2,77.7,92.6,90.5,87.6,77.8,58.0,89.1,66.7,87.6,33.3,
77.5,62.5,80.0,66.7,88.3,61.7,75.0,88.3,79.2,77.7,77.3,88.4,100.0,73.3,73.3,95.5,61.7,61.7,91.3,100.0,79.2,
82.5,72.5,95.0,100.0,93.1,93.1,98.6,93.1,88.3,61.7,93.1,80.0,90.5,80.0,80.0,56.3,80.0,88.3,88.8,56.6,79.2,
85.0,80.0,77.5,100.0,95.5,91.3,80.7,69.8,90.5,100.0,61.7,82.7,96.3,93.1,83.2,93.1,88.3,84.5,64.0,75.7,58.0,
75.0,95.0,82.5,95.5,100.0,84.5,79.2,82.7,85.0,96.3,88.3,66.7,100.0,91.3,78.0,91.3,89.9,91.3,67.3,68.7,56.6,
72.0,94.0,80.0,65.0,83.0,89.0,57.0,59.0,59.0,73.0,55.0,78.0,83.0,77.0,77.0,93.0,96.0,76.0,88.0,88.0,90.0,
82.5,80.0,50.0,77.7,66.7,89.1,82.7,89.0,88.3,88.4,79.4,64.0,67.3,88.2,90.5,88.4,83.4,88.3,90.5,88.0,90.5,
75.0,60.0,70.0,61.9,84.5,93.1,67.2,75.2,61.0,87.6,91.3,61.7,96.3,91.3,91.3,70.6,68.8,88.1,78.5,70.6,89.7,
65.0,70.0,75.0,100.0,61.7,85.6,61.7,93.1,88.3,72.9,88.5,61.0,64.0,84.5,88.2,87.6,93.1,86.6,100.0,100.0,100.0,
53.0,63.0,67.0,77.0,84.0,59.0,63.0,70.0,80.0,91.0,63.0,54.0,92.0,65.0,62.0,86.0,75.0,77.0,70.0,92.0,71.0,
80.0,82.0,59.0,76.0,79.0,64.0,55.0,75.0,55.0,81.0,85.0,63.0,74.0,78.0,61.0,82.0,89.0,77.0,77.0,79.0,85.0,
94.0,77.0,86.0,93.0,80.0,77.0,65.0,88.0,55.0,73.0,68.0,56.0,78.0,66.0,82.0,99.0,75.0,91.0,91.0,77.0,75.0,
67.0,84.0,72.0,78.0,50.0,58.0,56.0,63.0,78.0,69.0,70.0,57.0,66.0,72.0,90.0,88.0,98.0,76.0,72.0,88.0,91.0,
72.5,85.0,60.0,63.6,70.4,65.4,83.3,89.4,87.6,89.9,93.3,89.5,64.0,84.5,88.2,89.9,83.3,89.9,88.2,100.0,88.2,
62.5,82.5,82.5,100.0,89.9,88.3,78.6,78.5,100.0,85.0,91.3,88.4,64.0,69.8,69.8,61.7,89.0,56.3,58.0,100.0,89.9,
72.5,82.5,82.5,89.9,79.2,85.6,0.0,79.2,83.2,73.3,89.9,82.7,78.0,84.8,84.5,100.0,82.7,80.0,61.7,89.0,56.3,
50.0,78.0,52.0,78.0,80.0,89.0,81.0,60.0,87.0,59.0,68.0,62.0,93.0,82.0,89.0,72.0,82.0,75.0,85.0,69.0,80.0,
95.0,57.0,87.0,89.0,81.0,58.0,87.0,63.0,61.0,85.0,63.0,93.0,79.0,76.0,68.0,87.0,93.0,88.0,84.0,80.0,72.0,
87.0,52.0,61.0,72.0,83.0,92.0,82.0,78.0,59.0,88.0,84.0,57.0,90.0,61.0,92.0,86.0,76.0,76.0,86.0,79.0,89.0,
95.0,72.5,95.0,89.9,83.3,85.6,67.3,88.2,90.5,100.0,93.3,95.5,74.7,100.0,90.8,100.0,61.7,84.5,94.8,80.2,73.3,
52.5,82.5,62.5,100.0,89.9,89.9,100.0,81.4,78.0,73.3,89.9,100.0,85.6,85.7,88.4,68.4,100.0,92.9,96.3,84.5,73.8,
75.0,95.0,95.0,79.3,75.7,91.3,89.9,73.3,60.0,93.4,87.5,90.5,100.0,61.7,84.5,77.6,77.8,100.0,77.7,87.6,69.8,
82.5,62.5,72.5,61.7,100.0,88.3,63.0,87.5,88.4,98.6,93.3,96.3,77.5,83.3,90.3,80.2,91.3,85.6,92.4,89.9,90.5,
70.0,37.5,80.0,90.8,88.3,84.6,90.1,79.2,87.6,82.7,85.0,88.2,90.5,73.8,82.7,62.5,88.2,60.0,95.5,77.6,61.0,
76.0,74.0,92.0,73.0,51.0,53.0,80.0,82.0,62.0,75.0,95.0,79.0,79.0,71.0,64.0,96.0,70.0,74.0,91.0,78.0,78.0,
72.5,70.0,65.0,64.0,84.5,88.2,63.0,81.4,85.0,90.1,88.8,88.2,100.0,91.3,90.8,68.8,88.4,73.3,87.3,89.7,87.6,
60.0,70.0,75.0,96.3,91.3,91.3,70.6,68.8,88.1,78.5,70.6,89.7,75.0,88.3,79.2,74.7,92.4,93.1,84.5,82.7,89.7,
85.0,80.0,95.0,44.4,85.6,89.9,92.2,73.8,88.2,66.7,88.3,61.7,73.3,91.3,89.9,100.0,91.3,90.8,80.0,73.3,60.0,
90.0,70.0,75.0,73.3,91.3,89.9,100.0,89.9,88.3,83.3,83.2,81.4,61.7,90.3,70.6,89.9,78.0,87.5,89.5,76.8,85.0,
96.0,79.0,87.0,82.0,68.0,72.0,66.0,81.0,83.0,81.0,96.0,92.0,83.0,95.0,89.0,81.0,83.0,80.0,96.0,83.0,90.0,
50.0,60.0,64.0,79.0,92.0,89.0,74.0,70.0,87.0,51.0,88.0,59.0,74.0,62.0,94.0,73.0,89.0,76.0,97.0,85.0,92.0,
92.0,84.0,84.0,75.0,73.0,70.0,67.0,85.0,81.0,90.0,74.0,83.0,87.0,87.0,83.0,75.0,85.0,81.0,82.0,96.0,84.0,
60.0,50.0,58.0,51.0,80.0,66.0,59.0,68.0,60.0,57.0,69.0,56.0,65.0,62.0,73.0,81.0,96.0,82.0,88.0,95.0,95.0,
89.0,58.0,91.0,66.0,67.0,71.0,66.0,67.0,69.0,60.0,70.0,77.0,82.0,89.0,77.0,96.0,77.0,84.0,87.0,69.0,86.0,
55.0,62.5,72.5,78.0,87.6,75.0,85.6,61.7,85.6,95.5,78.5,77.8,78.0,92.9,89.9,98.6,90.5,82.7,100.0,87.9,69.8,
87.5,77.5,62.5,0.0,79.2,83.2,66.7,40.0,78.5,85.6,61.7,85.6,89.5,84.5,84.5,62.7,79.3,83.2,85.6,84.5,100.0,
72.0,58.0,58.0,58.0,62.0,84.0,55.0,89.0,88.0,70.0,92.0,86.0,60.0,75.0,84.0,92.0,92.0,97.0,96.0,77.0,85.0,
82.5,60.0,77.5,87.6,61.7,93.1,65.7,80.0,77.7,100.0,87.6,75.7,89.9,92.4,79.2,95.5,87.6,85.0,61.0,93.3,83.7,
87.5,60.0,72.5,91.3,83.0,93.1,82.6,95.3,85.6,79.4,92.2,61.7,75.6,85.0,88.4,92.6,90.5,87.6,82.6,44.4,84.5,
80.0,87.0,87.0,68.0,94.0,85.0,55.0,91.0,85.0,79.0,65.0,93.0,70.0,94.0,89.0,92.0,93.0,90.0,91.0,91.0,89.0,
87.5,52.5,82.5,92.6,94.8,73.8,75.0,88.3,79.2,98.6,61.9,100.0,87.3,89.7,87.6,90.8,85.6,83.2,89.5,78.6,59.3,
94.0,87.0,88.0,51.0,68.0,78.0,67.0,69.0,65.0,55.0,65.0,70.0,81.0,71.0,71.0,76.0,93.0,92.0,86.0,80.0,84.0,
75.0,95.0,70.0,87.3,85.0,73.8,63.0,93.1,84.5,93.4,77.7,81.4,100.0,89.9,89.9,83.3,80.0,73.8,95.5,61.7,61.7,
77.5,62.5,80.0,80.0,85.6,87.6,76.8,85.6,98.6,100.0,67.5,100.0,82.6,44.4,84.5,100.0,79.2,79.2,100.0,87.3,89.1,
82.5,60.0,77.5,92.6,92.4,81.4,61.9,84.5,93.1,85.0,44.4,100.0,93.4,94.8,73.3,90.3,78.0,84.5,83.3,77.6,85.6,
75.0,85.0,82.5,89.5,84.5,84.5,87.5,100.0,87.5,93.1,79.3,93.1,63.0,90.3,80.0,79.2,89.0,90.8,80.0,100.0,80.0,
55.0,62.5,72.5,89.9,79.2,95.8,61.7,89.9,93.1,98.6,58.0,63.6,90.1,89.7,84.5,88.8,82.7,80.0,100.0,95.0,74.7,
90.0,70.0,75.0,100.0,73.3,73.3,87.5,82.7,73.8,63.0,83.3,82.6,75.0,88.3,79.2,91.3,89.9,77.3,74.7,74.7,88.4,
52.0,55.0,60.0,54.0,72.0,57.0,82.0,61.0,63.0,95.0,76.0,58.0,72.0,85.0,75.0,71.0,85.0,70.0,86.0,90.0,98.0,
68.0,92.0,51.0,74.0,85.0,76.0,61.0,81.0,77.0,84.0,94.0,92.0,91.0,60.0,85.0,71.0,74.0,87.0,70.0,70.0,71.0,
75.0,95.0,70.0,44.4,87.6,90.3,65.7,89.9,85.6,77.5,83.3,90.3,100.0,89.9,84.5,61.9,84.5,93.1,100.0,90.8,73.8,
61.0,90.0,90.0,55.0,92.0,91.0,88.0,95.0,84.0,73.0,52.0,88.0,88.0,88.0,78.0,82.0,70.0,70.0,97.0,85.0,81.0,
53.0,81.0,90.0,79.0,92.0,88.0,80.0,55.0,87.0,63.0,75.0,51.0,78.0,94.0,62.0,98.0,79.0,72.0,81.0,78.0,96.0,
90.0,55.0,87.0,81.0,69.0,73.0,70.0,75.0,80.0,84.0,65.0,71.0,84.0,72.0,88.0,93.0,84.0,74.0,91.0,85.0,86.0,
69.0,66.0,61.0,82.0,82.0,50.0,91.0,77.0,55.0,54.0,73.0,79.0,67.0,94.0,77.0,95.0,73.0,87.0,72.0,74.0,78.0,
70.0,79.0,96.0,83.0,81.0,73.0,84.0,71.0,68.0,92.0,81.0,76.0,85.0,90.0,96.0,86.0,84.0,82.0,98.0,85.0,91.0,
80.0,70.0,82.5,87.6,81.3,89.9,89.9,94.6,88.3,79.3,75.7,91.3,68.7,77.7,69.8,68.8,88.4,73.3,100.0,75.0,85.6,
80.0,62.5,62.5,44.4,85.6,89.9,78.0,84.8,84.5,91.3,68.7,89.9,100.0,61.7,84.5,77.2,77.8,90.3,88.4,100.0,83.2,
67.5,72.5,77.5,100.0,88.3,88.3,77.5,87.5,82.7,100.0,79.2,79.2,63.0,93.1,84.5,68.8,88.4,73.3,65.7,89.9,85.6,
95.0,60.0,80.0,83.3,62.5,88.8,77.5,88.5,89.9,90.3,92.4,67.3,63.0,81.4,85.0,90.3,100.0,88.3,85.0,33.3,85.0,
79.0,69.0,81.0,77.0,94.0,72.0,93.0,64.0,91.0,86.0,72.0,89.0,67.0,76.0,74.0,93.0,96.0,71.0,70.0,97.0,84.0,
82.5,72.5,95.0,95.5,56.6,56.6,100.0,80.0,100.0,96.3,68.8,68.8,100.0,77.7,81.4,92.2,88.1,98.6,100.0,82.7,80.0,
89.0,72.0,94.0,65.0,84.0,71.0,74.0,66.0,65.0,75.0,85.0,97.0,99.0,87.0,98.0,81.0,87.0,90.0,81.0,94.0,81.0,
75.0,95.0,70.0,67.3,88.2,90.5,96.3,61.7,88.4,87.6,88.2,94.6,80.0,83.4,87.6,87.6,94.6,77.7,85.6,89.9,82.7,
52.5,82.5,62.5,85.0,93.1,88.3,100.0,77.8,98.6,89.1,89.9,84.5,100.0,80.0,90.8,100.0,88.0,100.0,100.0,83.2,90.3,
77.5,80.0,80.0,100.0,61.7,84.5,77.6,77.8,100.0,77.7,87.6,69.8,64.0,85.0,85.0,91.3,92.0,71.0,63.6,75.0,61.7,
75.0,95.0,95.0,100.0,87.6,87.6,79.2,89.0,90.8,88.3,83.7,88.3,61.9,84.5,93.1,88.4,83.4,88.3,61.7,88.5,93.1,
52.5,70.0,75.0,87.6,100.0,93.1,63.0,81.4,85.0,74.7,83.7,100.0,89.5,100.0,93.1,92.6,73.3,91.3,90.1,91.3,69.8,
62.5,85.0,82.5,100.0,61.7,84.5,77.2,77.8,90.3,88.4,100.0,83.2,100.0,93.1,87.6,44.4,85.6,89.9,77.2,89.7,85.0,
80.0,70.0,82.5,72.9,78.0,73.8,87.6,100.0,69.5,70.6,92.9,91.3,79.2,69.6,69.6,87.3,87.5,83.3,74.7,80.5,80.5,
67.0,63.0,79.0,81.0,95.0,60.0,74.0,74.0,72.0,71.0,70.0,62.0,72.0,61.0,60.0,84.0,83.0,98.0,84.0,91.0,95.0,
65.0,70.0,75.0,68.7,77.7,69.8,85.0,33.3,92.2,82.7,77.6,77.6,92.9,88.3,91.3,100.0,89.7,92.4,90.1,79.2,87.6,
56.0,63.0,54.0,53.0,95.0,59.0,81.0,62.0,57.0,74.0,75.0,82.0,75.0,85.0,79.0,73.0,69.0,79.0,90.0,83.0,72.0,
98.0,79.0,81.0,82.0,86.0,73.0,66.0,74.0,89.0,97.0,87.0,78.0,89.0,86.0,98.0,90.0,76.0,93.0,90.0,93.0,94.0,
71.0,78.0,51.0,82.0,58.0,90.0,79.0,56.0,82.0,71.0,58.0,91.0,92.0,95.0,82.0,83.0,92.0,90.0,76.0,93.0,96.0,
55.0,71.0,89.0,84.0,77.0,89.0,55.0,84.0,66.0,85.0,93.0,54.0,78.0,80.0,76.0,89.0,92.0,75.0,85.0,75.0,98.0,
68.0,72.0,84.0,83.0,65.0,71.0,84.0,94.0,63.0,80.0,53.0,95.0,67.0,68.0,90.0,90.0,93.0,94.0,78.0,69.0,96.0,
63.0,51.0,84.0,76.0,60.0,71.0,59.0,69.0,89.0,91.0,87.0,58.0,89.0,82.0,91.0,85.0,82.0,73.0,74.0,84.0,88.0,
70.0,91.0,88.0,90.0,66.0,78.0,74.0,66.0,77.0,97.0,86.0,87.0,87.0,95.0,77.0,90.0,86.0,83.0,93.0,92.0,86.0,
89.0,58.0,77.0,91.0,66.0,93.0,93.0,84.0,66.0,61.0,85.0,77.0,92.0,79.0,95.0,91.0,78.0,69.0,94.0,71.0,77.0,
85.0,75.0,60.0,44.4,87.6,90.3,100.0,84.5,84.5,90.1,87.6,88.2,80.0,89.0,77.7,77.7,78.6,78.6,83.3,62.5,88.8,
56.0,55.0,59.0,56.0,50.0,82.0,90.0,82.0,73.0,67.0,71.0,93.0,81.0,88.0,76.0,82.0,71.0,92.0,89.0,99.0,81.0,
53.0,80.0,75.0,71.0,95.0,80.0,94.0,79.0,86.0,79.0,94.0,58.0,82.0,71.0,93.0,77.0,78.0,99.0,87.0,94.0,85.0,
90.0,70.0,75.0,93.4,91.3,88.3,100.0,92.9,87.3,88.8,87.6,79.2,95.5,85.6,93.1,100.0,100.0,100.0,96.3,78.0,89.9,
82.5,80.0,50.0,100.0,79.2,79.2,71.0,90.1,93.3,78.6,33.3,89.1,65.7,89.9,85.6,85.0,71.0,84.5,61.7,89.7,69.8,
71.0,88.0,51.0,57.0,82.0,63.0,84.0,92.0,77.0,84.0,52.0,90.0,80.0,82.0,89.0,74.0,78.0,73.0,74.0,87.0,84.0,
52.5,82.5,62.5,89.9,100.0,82.7,61.0,84.6,91.3,98.6,88.3,84.5,89.9,83.3,85.6,67.3,88.2,90.5,100.0,93.3,95.5,
72.5,95.0,62.5,80.0,83.4,87.6,61.7,90.5,63.6,88.8,73.8,88.4,80.2,91.3,85.6,69.6,65.4,100.0,82.7,89.9,85.0,
77.0,69.0,72.0,64.0,53.0,72.0,88.0,72.0,61.0,70.0,62.0,83.0,78.0,86.0,83.0,87.0,76.0,69.0,77.0,92.0,75.0,
52.5,70.0,75.0,73.3,89.4,91.3,100.0,69.8,87.5,78.0,77.3,89.0,98.6,88.4,88.4,81.4,87.5,80.0,63.0,92.3,93.3,
67.0,57.0,73.0,84.0,69.0,62.0,78.0,91.0,92.0,68.0,89.0,85.0,89.0,86.0,65.0,82.0,95.0,77.0,76.0,82.0,98.0,
77.5,62.5,80.0,87.3,61.7,85.6,100.0,87.3,89.1,93.4,91.3,88.3,100.0,84.5,79.2,96.3,100.0,100.0,95.5,85.6,93.1,
87.5,72.5,72.5,66.7,88.3,61.7,85.6,77.6,68.8,90.5,93.1,87.6,100.0,73.3,73.3,78.0,77.3,89.0,65.4,86.6,92.4,
65.0,70.0,75.0,100.0,90.8,61.7,96.3,95.8,100.0,100.0,90.3,91.3,89.5,87.5,84.5,100.0,92.0,98.6,83.3,73.8,85.6,
80.0,62.5,62.5,80.2,91.3,85.6,69.6,65.4,100.0,82.7,89.9,85.0,62.3,77.7,87.6,87.6,92.0,64.7,61.0,84.6,91.3,
84.0,78.0,73.0,81.0,62.0,71.0,94.0,68.0,82.0,73.0,94.0,83.0,68.0,85.0,60.0,75.0,80.0,82.0,83.0,78.0,96.0,
85.0,80.0,77.5,90.5,87.6,61.7,44.4,87.6,90.3,78.0,90.5,63.6,89.9,83.3,89.9,100.0,80.0,90.8,85.6,100.0,64.7,
82.0,99.0,74.0,77.0,82.0,75.0,81.0,84.0,76.0,93.0,71.0,72.0,85.0,84.0,91.0,89.0,79.0,78.0,94.0,85.0,94.0,
80.0,74.0,51.0,87.0,66.0,68.0,68.0,71.0,91.0,72.0,82.0,67.0,88.0,70.0,65.0,96.0,71.0,83.0,87.0,84.0,80.0,
82.5,80.0,85.0,64.0,69.8,69.8,61.7,89.0,56.3,58.0,100.0,89.9,100.0,93.1,87.6,100.0,88.3,73.3,89.9,63.6,62.5,
82.5,72.5,95.0,85.6,85.7,88.4,100.0,90.3,91.3,91.3,100.0,70.7,67.3,90.8,81.4,88.4,91.3,100.0,100.0,100.0,66.7,
50.0,82.5,97.5,87.6,81.3,89.9,85.0,83.3,85.0,61.7,90.8,73.8,68.7,77.7,69.8,58.0,68.8,88.2,40.0,87.5,63.6,
95.0,37.5,85.0,98.6,88.4,88.4,63.0,93.1,84.5,64.0,69.8,69.8,57.1,79.2,91.3,83.3,80.0,73.8,100.0,93.1,87.6,
65.0,79.0,85.0,68.0,61.0,73.0,62.0,82.0,63.0,80.0,76.0,51.0,93.0,70.0,87.0,71.0,81.0,77.0,75.0,92.0,79.0,
85.0,75.0,60.0,100.0,77.7,81.4,92.2,88.1,98.6,100.0,82.7,80.0,96.3,61.7,88.4,100.0,91.3,89.7,100.0,91.3,69.8,
88.0,79.0,74.0,63.0,84.0,66.0,90.0,84.0,77.0,95.0,78.0,95.0,88.0,93.0,85.0,86.0,91.0,91.0,89.0,93.0,90.0,
87.5,70.0,70.0,66.7,88.3,61.7,90.8,87.9,85.6,87.6,92.3,61.7,80.2,91.3,85.6,80.0,88.0,79.2,69.8,95.2,84.5,
77.5,62.5,80.0,64.0,85.0,85.0,100.0,90.5,90.5,88.4,96.3,91.3,100.0,89.9,88.3,66.7,88.3,61.7,100.0,100.0,88.3,
53.0,92.0,50.0,60.0,78.0,61.0,75.0,88.0,76.0,72.0,57.0,74.0,69.0,89.0,78.0,85.0,75.0,81.0,98.0,98.0,84.0,
84.0,54.0,50.0,71.0,53.0,69.0,62.0,71.0,57.0,86.0,55.0,86.0,78.0,64.0,69.0,69.0,79.0,89.0,89.0,79.0,90.0,
77.5,62.5,80.0,92.6,90.5,87.6,79.4,92.2,61.7,82.7,77.3,90.8,80.2,87.6,61.7,100.0,89.9,88.3,79.4,92.0,87.5,
85.0,92.0,65.0,74.0,90.0,82.0,95.0,64.0,76.0,69.0,52.0,90.0,64.0,76.0,95.0,89.0,72.0,80.0,93.0,83.0,71.0,
51.0,70.0,51.0,61.0,61.0,82.0,73.0,60.0,73.0,83.0,92.0,67.0,76.0,79.0,61.0,76.0,85.0,79.0,80.0,99.0,95.0,
72.5,85.0,60.0,100.0,73.3,73.3,78.0,77.3,89.0,65.4,86.6,92.4,44.4,85.6,89.9,92.2,68.7,61.7,88.3,83.3,66.7,
90.0,70.0,75.0,63.0,81.4,85.0,79.2,33.3,74.2,56.3,80.0,88.3,68.8,88.4,73.3,100.0,83.3,79.2,69.8,76.8,76.8,
75.0,73.0,86.0,67.0,58.0,62.0,62.0,83.0,93.0,64.0,88.0,55.0,61.0,88.0,95.0,89.0,98.0,94.0,96.0,96.0,85.0,
72.5,70.0,65.0,87.5,82.7,73.8,75.6,85.0,88.4,91.3,89.9,79.2,90.3,84.5,80.0,79.2,87.6,85.6,100.0,65.4,68.4,
66.0,85.0,52.0,76.0,91.0,52.0,95.0,82.0,70.0,89.0,87.0,78.0,83.0,94.0,60.0,76.0,96.0,94.0,79.0,98.0,93.0,
72.5,70.0,65.0,0.0,79.2,83.2,88.4,100.0,87.6,70.7,83.4,90.5,92.2,77.8,77.8,89.7,75.0,100.0,89.5,65.4,65.4,
62.0,64.0,74.0,83.0,71.0,60.0,60.0,79.0,74.0,62.0,70.0,82.0,65.0,61.0,72.0,97.0,97.0,87.0,93.0,95.0,83.0,
90.0,70.0,75.0,62.3,77.7,87.6,98.6,88.4,88.4,77.2,100.0,87.6,100.0,61.7,84.5,57.1,79.2,91.3,95.5,100.0,84.5,
85.0,75.0,60.0,89.1,69.8,87.5,79.2,79.2,83.2,87.3,85.0,73.8,100.0,93.1,93.1,89.5,81.4,87.5,100.0,89.9,89.9,
52.0,59.0,92.0,50.0,90.0,68.0,82.0,55.0,72.0,59.0,71.0,64.0,80.0,60.0,75.0,70.0,89.0,73.0,78.0,88.0,84.0,
77.5,62.5,80.0,80.2,73.8,69.8,88.3,100.0,61.0,64.0,95.8,85.6,92.6,90.5,87.6,100.0,91.3,82.7,88.4,85.6,85.6,
87.0,67.0,86.0,83.0,92.0,62.0,77.0,61.0,62.0,70.0,60.0,82.0,70.0,64.0,63.0,72.0,87.0,91.0,80.0,92.0,70.0,
91.0,77.0,77.0,83.0,70.0,60.0,90.0,89.0,62.0,59.0,83.0,74.0,69.0,91.0,79.0,73.0,76.0,97.0,86.0,84.0,90.0,
53.0,86.0,85.0,64.0,86.0,73.0,90.0,75.0,67.0,80.0,50.0,75.0,77.0,80.0,73.0,96.0,87.0,93.0,71.0,83.0,89.0,
50.0,80.0,70.0,100.0,90.8,61.7,100.0,75.0,96.3,100.0,90.3,91.3,94.8,87.5,84.5,44.4,87.6,90.3,92.4,73.8,85.6,
85.0,80.0,95.0,83.3,68.4,68.4,92.4,100.0,95.5,100.0,67.5,67.5,96.3,73.3,77.7,100.0,93.3,95.5,100.0,90.5,82.7,
80.0,70.0,82.5,83.3,79.2,61.7,80.2,87.6,61.7,100.0,88.3,90.3,87.6,81.3,89.9,85.0,83.3,85.0,61.7,90.8,73.8,
71.0,77.0,71.0,70.0,71.0,95.0,57.0,93.0,76.0,80.0,54.0,82.0,67.0,69.0,93.0,81.0,98.0,69.0,97.0,91.0,88.0,
91.0,76.0,89.0,73.0,57.0,50.0,89.0,89.0,90.0,91.0,55.0,81.0,67.0,87.0,75.0,93.0,96.0,95.0,98.0,98.0,79.0,
57.0,64.0,89.0,61.0,68.0,77.0,87.0,67.0,70.0,86.0,82.0,78.0,66.0,81.0,63.0,84.0,79.0,96.0,86.0,86.0,92.0,
56.0,66.0,94.0,52.0,70.0,76.0,93.0,92.0,91.0,58.0,77.0,85.0,92.0,80.0,92.0,97.0,69.0,94.0,83.0,78.0,70.0,
50.0,80.0,70.0,79.3,75.7,91.3,91.3,95.3,85.0,84.5,93.1,77.7,82.6,89.7,87.5,44.4,87.6,90.3,100.0,75.0,96.3,
72.0,51.0,85.0,63.0,52.0,95.0,95.0,65.0,95.0,54.0,76.0,65.0,74.0,78.0,83.0,82.0,90.0,96.0,85.0,94.0,95.0,
82.5,72.5,95.0,93.1,88.3,95.2,89.9,93.1,79.2,100.0,67.5,58.0,92.4,79.7,88.3,93.4,77.7,81.4,100.0,83.3,79.2,
61.0,56.0,76.0,58.0,50.0,71.0,91.0,80.0,89.0,95.0,54.0,92.0,92.0,79.0,80.0,88.0,88.0,96.0,78.0,91.0,78.0,
82.5,72.5,95.0,75.0,88.3,79.2,75.6,85.0,88.4,88.8,92.4,90.5,85.0,95.8,85.6,91.3,88.4,88.4,96.3,73.3,88.3,
72.0,85.0,76.0,95.0,66.0,88.0,78.0,69.0,83.0,82.0,92.0,78.0,78.0,69.0,71.0,96.0,76.0,92.0,92.0,73.0,93.0,
88.0,60.0,83.0,50.0,84.0,52.0,76.0,62.0,83.0,89.0,57.0,62.0,70.0,78.0,83.0,80.0,94.0,95.0,94.0,72.0,99.0,
91.0,79.0,81.0,61.0,80.0,78.0,64.0,58.0,64.0,81.0,66.0,91.0,67.0,94.0,80.0,88.0,86.0,72.0,89.0,91.0,69.0,
70.0,79.0,59.0,85.0,84.0,78.0,74.0,78.0,78.0,65.0,54.0,92.0,79.0,65.0,61.0,85.0,85.0,91.0,92.0,93.0,99.0,
89.0,54.0,72.0,78.0,80.0,73.0,70.0,66.0,88.0,89.0,86.0,51.0,74.0,95.0,88.0,91.0,86.0,96.0,79.0,72.0,84.0,
85.0,70.0,82.5,68.8,88.4,73.3,83.3,85.6,85.6,77.2,95.5,70.6,87.6,92.0,87.6,96.3,68.8,68.8,78.6,78.5,100.0,
59.0,56.0,84.0,52.0,55.0,57.0,92.0,88.0,91.0,53.0,72.0,63.0,60.0,73.0,66.0,79.0,97.0,79.0,71.0,92.0,92.0,
99.0,82.0,70.0,62.0,65.0,86.0,83.0,68.0,73.0,95.0,94.0,80.0,79.0,90.0,85.0,95.0,87.0,76.0,94.0,92.0,80.0,
60.0,70.0,75.0,66.7,40.0,78.5,92.2,68.7,61.7,79.2,90.1,63.0,65.7,80.0,77.7,79.2,90.9,79.2,77.7,66.7,77.7,
82.5,72.5,95.0,100.0,89.9,89.9,100.0,88.3,88.3,100.0,61.7,88.3,100.0,91.3,90.8,63.0,93.1,84.5,74.7,100.0,90.8,
72.5,70.0,65.0,100.0,89.9,90.5,95.5,73.8,100.0,100.0,61.7,88.4,77.5,91.3,88.3,88.8,100.0,91.3,92.2,87.6,79.2,
67.5,72.5,77.5,61.9,84.5,93.1,77.5,88.5,89.9,85.6,33.3,83.3,95.5,56.6,56.6,100.0,80.0,100.0,96.3,68.8,68.8,
65.0,70.0,75.0,95.5,61.7,61.7,62.3,85.6,87.5,96.3,91.3,91.3,44.4,87.6,90.3,79.2,82.7,85.0,75.0,88.3,79.2,
81.0,61.0,80.0,78.0,72.0,82.0,88.0,93.0,88.0,61.0,88.0,88.0,64.0,76.0,62.0,82.0,87.0,70.0,83.0,99.0,81.0,
96.0,97.0,85.0,75.0,66.0,88.0,74.0,69.0,83.0,83.0,94.0,97.0,94.0,97.0,82.0,92.0,78.0,77.0,85.0,80.0,97.0,
77.0,59.0,76.0,75.0,60.0,60.0,92.0,55.0,77.0,76.0,68.0,80.0,64.0,68.0,90.0,79.0,82.0,78.0,94.0,95.0,82.0,
72.5,70.0,65.0,80.0,100.0,73.3,72.9,78.0,73.8,100.0,92.0,98.6,100.0,100.0,88.3,68.7,77.7,69.8,95.5,87.6,83.3,
55.0,62.5,72.5,100.0,93.1,73.3,100.0,94.6,90.1,100.0,89.9,90.5,74.7,61.7,85.6,93.4,100.0,61.7,77.5,91.3,88.3,
